"","Sserial","WtFactor","RSex","RAgeCat","eq_inc_quintiles","RClassGp","HEdQual3","Married","ChildHh","skipmeal","paptype","SMNews","PartyId2","Politics","SocTrust","Spend1","Dole","TaxSpend","MuchPov","Poverty1","Poverty2","NatFrEst","incdiffs","welfare2","leftrigh","libauth"
"195",310195,0.954575306000892,2,3,-1,1,1,1,1,-1,0,1,3,3,-1,-1,3,4,2,2,2,5,-1,-1,-1,-1
"196",310196,0.99275282493045,2,2,2,1,2,1,1,-1,0,2,3,3,2,3,3,3,2,2,2,3,-1,2.75,2.6,3.5
"197",310197,0.529063402183017,1,7,4,5,2,3,2,1,1,8,1,4,-1,-1,1,3,8,2,2,65,9,9,2,4
"198",310198,1.38030575556417,1,4,4,1,3,1,1,-1,0,2,2,3,-1,-1,2,2,8,2,2,15,-1,-1,-1,-1
"199",310199,1.11795753413713,2,4,3,1,1,2,1,1,0,8,1,4,-1,-1,3,3,2,2,2,998,2,2.5,3.2,2.16666666666667
"200",310200,0.879620975785457,1,7,-1,5,2,1,2,1,0,8,1,2,-1,-1,3,3,8,2,1,15,2,2.25,3.2,3.16666666666667
"201",310201,1.17349720225331,1,7,5,2,2,1,2,1,0,8,1,1,-1,-1,3,3,1,1,1,35,1,1.875,3,2
"202",310202,1.71433228423293,2,6,-1,1,3,1,1,1,0,2,8,4,-1,-1,2,3,2,1,1,50,2,3.25,2.6,3.16666666666667
"203",310203,0.57908293605009,2,7,5,1,2,3,2,9,0,4,1,3,-1,-1,3,3,2,1,2,5,1,2.875,3.2,4.16666666666667
"204",310204,0.548395615180358,2,4,1,5,2,2,2,5,0,8,5,5,-1,-1,1,3,2,1,1,80,1,2.5,2.2,2.83333333333333
"205",310205,0.564493276978638,2,2,-1,2,3,4,1,-1,0,4,8,5,-1,-1,1,8,2,2,1,50,-1,-1,-1,-1
"206",310206,0.879208483052195,1,6,5,1,1,1,2,1,1,2,1,1,-1,-1,3,2,1,2,1,5,3,2.75,3,3.33333333333333
"207",310207,1.96166327320993,2,6,2,5,4,1,1,-1,1,4,4,4,2,9,8,2,2,2,1,35,-1,2.85714285714286,2,4
"208",310208,1.02248289565743,2,5,-1,1,2,2,1,-1,0,8,8,2,2,3,1,3,2,2,2,25,-1,2.625,3.4,3.66666666666667
"209",310209,0.694898831033765,1,7,-1,5,2,1,2,1,0,8,4,3,-1,-1,2,2,1,2,2,80,2,3.125,2.2,4
"210",310210,1.40604421433546,2,2,5,1,1,1,1,1,0,3,1,4,-1,-1,1,3,2,2,1,2,9,1.875,2.6,2.16666666666667
"211",310211,1.05318294854739,2,2,2,1,1,1,1,-1,0,7,2,1,1,1,1,3,2,1,2,1,-1,1.25,3.2,1.33333333333333
"212",310212,0.627793853099459,1,7,5,1,2,1,2,1,1,8,4,2,-1,-1,2,3,2,1,2,80,1,2.625,2,4
"213",310213,0.922469910022985,2,3,-1,1,1,1,2,1,2,4,3,1,-1,-1,1,3,2,1,1,4,1,1.5,1.6,2
"214",310214,0.521197176884779,2,3,4,5,3,2,1,2,1,7,1,3,-1,-1,3,2,2,2,1,10,2,2.625,2.4,4.16666666666667
"215",310215,0.93005083917847,2,3,3,1,1,1,1,1,0,2,3,2,-1,-1,3,3,2,1,1,2,2,1.75,2.2,1.5
"216",310216,3.23922026574303,1,2,1,5,3,1,2,1,0,8,2,5,-1,-1,2,2,1,2,2,50,1,3.5,2.6,3.83333333333333
"217",310217,0.430386135263724,2,4,5,1,2,2,1,-1,0,8,1,3,-1,-1,2,3,2,1,1,20,-1,-1,-1,-1
"218",310218,2.0806798497466,1,4,-1,3,2,1,2,-1,0,8,2,2,2,3,2,3,2,2,2,80,-1,-1,-1,-1
"219",310219,0.821664139808152,1,7,4,1,1,3,1,1,2,2,3,2,-1,-1,1,3,2,1,1,10,1,2,2.4,2.5
"220",310220,0.457699563479925,1,4,5,2,1,4,2,-1,0,7,8,4,1,1,2,2,1,2,2,10,-1,2.625,2.2,4
"221",310221,0.878651488069852,1,3,1,1,4,4,2,-1,0,8,2,5,-1,-1,1,3,2,2,1,80,-1,-1,-1,-1
"222",310222,0.812899750829997,1,7,5,1,2,1,2,-1,2,8,1,2,2,7,2,2,1,2,2,50,-1,3.375,3.6,3.5
"223",310223,1.03811157410839,2,7,3,2,3,1,2,-1,1,8,2,2,2,2,2,2,2,2,2,25,-1,3,2.4,3.66666666666667
"224",310224,0.530795080546897,2,4,2,5,4,4,1,-1,0,2,4,5,2,1,1,1,1,2,1,75,-1,-1,-1,-1
"225",310225,0.708923831188363,2,3,2,5,2,4,1,-1,1,1,2,4,2,7,1,2,2,8,1,80,-1,2.5,2.2,5
"226",310226,0.807694826790603,2,3,5,1,1,1,1,-1,0,3,1,3,2,3,2,2,2,2,1,15,-1,3.375,4.2,3.5
"227",310227,0.813966026621762,1,7,5,1,1,1,2,1,2,8,1,2,-1,-1,8,8,1,2,2,998,2,3.125,2.4,3.83333333333333
"228",310228,1.09742647164218,2,7,1,-1,4,1,2,1,0,8,8,4,-1,-1,2,3,2,2,2,25,1,2.75,3.2,4.16666666666667
"229",310229,0.51423075312343,2,3,5,1,1,2,2,-1,0,2,6,3,2,3,2,4,2,2,1,80,-1,-1,-1,-1
"230",310230,0.394173642962121,1,6,1,1,1,2,2,1,1,8,1,3,-1,-1,1,2,1,2,2,20,2,2.375,2.2,4.83333333333333
"231",310231,0.817331482766739,2,7,-1,3,4,1,2,-1,1,8,1,3,2,3,1,2,2,2,1,50,-1,2.125,3,4.16666666666667
"232",310232,1.08026593337792,2,7,4,5,4,1,2,-1,0,8,1,3,-1,-1,2,2,1,2,2,70,-1,-1,-1,-1
"233",310233,1.66195918079999,2,2,2,5,1,1,1,1,0,2,6,4,-1,-1,8,3,2,1,1,20,2,2.25,2.2,2.5
"234",310234,1.3728386111138,2,2,1,1,1,1,1,1,0,2,3,2,-1,-1,2,2,1,2,1,70,4,3.875,3.8,3
"235",310235,1.72542681833196,2,4,4,1,1,1,1,1,2,8,3,1,-1,-1,3,3,2,1,1,2,5,2,3.2,3
"236",310236,0.406352407473681,2,3,1,5,4,2,1,5,0,8,2,3,-1,-1,1,3,2,1,1,50,1,1.875,1,4.83333333333333
"237",310237,0.861658011216747,1,7,-1,1,4,1,2,-1,0,8,5,3,2,3,1,3,2,2,2,10,-1,3,1.4,4.16666666666667
"238",310238,2.37020104542875,1,1,-1,-1,3,4,2,-1,0,2,3,3,1,3,2,2,1,2,2,3,-1,3.25,3.6,2.66666666666667
"239",310239,0.950119284336226,1,7,-1,5,4,1,2,1,0,8,1,2,-1,-1,3,2,2,2,1,25,2,2.5,2.6,3.5
"240",310240,0.657788514984824,2,1,-1,5,1,4,2,1,0,7,2,2,-1,-1,2,3,2,2,1,45,2,2.625,3,2.66666666666667
"241",310241,1.25741419484941,2,5,5,1,1,4,1,1,0,8,2,2,-1,-1,2,2,2,2,1,25,1,4.75,2,3.5
"242",310242,1.18265721094762,2,6,5,1,2,1,2,1,1,3,1,2,-1,-1,3,3,1,2,2,20,1,3.25,2.2,4.5
"243",310243,0.384759117474949,2,7,5,1,4,3,2,-1,0,8,1,3,1,1,2,4,2,1,2,99,-1,2.375,3,3.83333333333333
"244",310244,0.512137231980575,2,7,2,1,4,3,2,1,1,3,1,1,-1,-1,1,3,1,2,2,20,1,2.625,2.2,3.66666666666667
"245",310245,0.480623905846582,1,6,1,5,3,2,2,5,0,2,5,4,-1,-1,1,3,2,1,1,46,2,2.25,2,4.16666666666667
"246",310246,1.04193019128427,2,2,2,2,2,1,1,1,0,8,2,3,-1,-1,2,3,2,2,2,15,2,3.25,2.2,5
"247",310247,2.7240851992503,2,1,5,1,1,4,2,1,2,3,2,3,-1,-1,1,3,2,2,1,5,2,2,2.4,2.33333333333333
"248",310248,0.496014786006982,2,7,2,5,4,3,2,-1,1,8,5,4,2,2,3,3,2,2,2,30,-1,2.875,2,4.33333333333333
"249",310249,0.590487674079031,2,7,-1,2,4,3,2,-1,0,8,5,3,1,4,3,2,1,1,1,60,-1,2.75,2.2,3.33333333333333
"250",310250,0.535715759144236,1,5,1,5,4,2,2,2,0,8,2,2,-1,-1,6,3,2,2,1,40,2,2.25,2.6,2.33333333333333
"251",310251,0.770881426398029,2,3,5,1,1,1,1,-1,0,8,3,3,1,3,3,2,2,1,1,5,-1,2.5,4.4,2.66666666666667
"252",310252,0.492164925936782,2,7,2,1,3,2,2,9,1,8,2,3,-1,-1,1,2,2,1,1,75,3,2.875,3.6,3.33333333333333
"253",310253,0.8888068811617,2,4,4,3,1,1,1,-1,0,8,1,2,2,7,3,2,2,2,1,5,-1,2.375,3.4,2.5
"254",310254,0.949111847783609,1,5,3,5,3,1,2,1,0,8,2,2,-1,-1,1,3,2,1,1,80,2,3.125,2.2,3.83333333333333
"255",310255,1.22577524817595,2,2,2,2,1,1,1,1,0,8,5,3,-1,-1,2,1,2,1,1,30,1,3.375,2.2,3
"256",310256,0.445972692977841,2,7,-1,-1,4,3,2,-1,0,8,1,3,-1,-1,2,3,1,2,2,20,-1,-1,-1,-1
"257",310257,0.689339017381786,1,3,5,2,2,2,2,7,1,3,1,2,-1,-1,2,3,2,1,1,10,1,3,1.8,4.5
"258",310258,0.408316476109821,2,4,1,5,2,4,2,-1,0,1,5,3,1,1,2,2,2,2,1,70,-1,3.5,2.4,4.16666666666667
"259",310259,0.908607521253046,1,7,-1,1,1,1,2,1,0,8,3,2,-1,-1,8,2,8,2,2,25,3,2.375,2,4.66666666666667
"260",310260,0.857694397344394,2,4,3,4,2,1,1,4,0,8,1,3,-1,-1,3,3,1,2,1,50,3,3.25,2,3.5
"261",310261,1.37265504752108,1,6,2,4,2,1,1,1,0,1,4,2,-1,-1,1,3,1,2,2,15,1,2.125,1.6,3.83333333333333
"262",310262,0.674453678772438,2,5,2,4,4,2,2,4,0,8,5,5,-1,-1,1,3,2,2,2,70,2,2.125,2,4.5
"263",310263,0.482176810576814,2,7,-1,1,1,3,2,1,0,8,3,2,-1,-1,8,3,2,2,1,998,3,2.375,3.2,2.5
"264",310264,0.992028892148805,2,7,4,2,2,1,2,1,2,8,3,1,-1,-1,1,3,2,1,1,20,1,3,2,1.83333333333333
"265",310265,0.747789188240257,1,7,-1,4,4,1,2,-1,0,8,1,3,2,2,2,2,2,2,1,25,-1,2.75,2.4,3.83333333333333
"266",310266,1.56209737245437,1,2,4,1,2,1,1,-1,0,4,2,3,1,3,2,2,2,2,2,30,-1,3.625,4,4.5
"267",310267,0.826959547719511,1,2,4,4,4,4,2,-1,0,8,5,5,2,6,2,2,2,2,2,80,-1,3.5,2.4,3.66666666666667
"268",310268,0.578433850241772,2,7,5,2,3,3,2,-1,1,8,1,3,1,1,1,3,1,2,2,33,-1,2.875,2.8,3.83333333333333
"269",310269,0.938208788435502,2,7,3,5,4,1,2,9,1,8,1,2,-1,-1,8,3,1,2,2,25,9,9,2.2,3.83333333333333
"270",310270,1.00556086645186,1,7,4,4,1,1,2,1,1,8,1,2,-1,-1,3,2,1,2,2,998,3,2.625,3,3.66666666666667
"271",310271,0.985933653781776,2,6,-1,1,3,1,2,-1,0,1,1,1,2,3,2,3,1,2,2,20,-1,2.5,3.2,4.33333333333333
"272",310272,0.446428480760496,2,6,3,2,3,2,2,-1,0,8,1,3,1,3,1,3,2,1,1,20,-1,2,2.8,2.83333333333333
"273",310273,2.38250215476582,2,2,4,2,3,4,2,1,2,2,2,2,-1,-1,1,2,2,1,1,10,1,2.875,2.6,4.33333333333333
"274",310274,1.43866018904718,2,5,3,2,3,1,2,1,0,8,1,3,-1,-1,2,2,1,2,2,55,1,4.5,2.8,4.83333333333333
"275",310275,0.643174504379524,1,7,3,2,1,1,2,1,0,8,2,2,-1,-1,3,3,1,2,2,998,9,9,3.6,2.83333333333333
"276",310276,0.887319521613311,2,1,-1,-1,2,4,2,-1,0,6,1,4,1,4,3,2,2,2,1,15,-1,3.125,2,3.66666666666667
"277",310277,0.547765256566852,2,6,3,5,3,2,2,1,1,8,1,4,-1,-1,2,2,2,2,2,50,2,3.25,3.2,3.83333333333333
"278",310278,0.555592853162919,2,7,1,5,4,2,2,-1,1,8,1,4,2,3,3,3,2,1,2,10,-1,2,1.8,4.16666666666667
"279",310279,0.49398786074667,2,7,3,5,2,3,2,1,0,4,3,4,-1,-1,7,3,2,2,2,69,1,3.125,2,4.33333333333333
"280",310280,1.25962165521218,1,1,3,5,3,4,2,-1,1,2,4,3,2,7,2,2,2,2,1,40,-1,3.5,2,4.83333333333333
"281",310281,1.22322884412885,2,2,2,5,3,1,1,1,0,1,2,3,-1,-1,1,2,1,2,1,90,1,2.875,1,5
"282",310282,1.77634933674098,1,7,3,1,1,1,1,-1,0,4,2,1,1,3,1,3,1,2,2,60,-1,2.75,1.6,3.16666666666667
"283",310283,1.12150482330897,2,3,-1,1,1,1,1,1,0,2,4,2,-1,-1,3,3,2,2,1,33,1,2.875,2,2.16666666666667
"284",310284,1.30559364276283,1,5,2,5,1,1,2,1,0,1,2,3,-1,-1,2,2,1,2,2,50,2,4.125,1.2,4.16666666666667
"285",310285,0.945349535804009,2,6,-1,4,4,1,2,-1,0,2,5,1,1,9,2,2,2,8,8,50,-1,2.75,2.6,4
"286",310286,0.684158568488088,2,2,3,5,2,4,1,-1,0,3,5,5,-1,-1,5,8,2,2,1,50,-1,-1,-1,-1
"287",310287,0.730110407307678,1,7,-1,1,3,1,2,1,0,1,2,2,-1,-1,3,3,2,2,1,5,4,2.375,2.6,3
"288",310288,0.55229569256338,1,7,-1,2,4,3,2,-1,0,8,1,3,-1,-1,2,2,1,2,2,20,-1,-1,-1,-1
"289",310289,1.03274935399375,1,3,2,2,2,1,1,-1,0,1,4,4,-1,-1,2,2,1,1,1,75,-1,-1,-1,-1
"290",310290,1.32039962256644,2,2,1,5,1,1,2,1,0,1,8,1,-1,-1,2,3,1,2,2,5,3,3.28571428571429,3.4,3.83333333333333
"291",310291,3.20584605596214,1,2,-1,1,1,1,2,-1,0,7,1,3,1,7,3,2,1,2,2,10,-1,3.125,3.4,2.66666666666667
"292",310292,0.454152614240669,2,7,3,5,4,3,2,1,1,8,1,4,-1,-1,3,3,2,2,2,70,9,2.85714285714286,2.4,4.4
"293",310293,0.656916927852001,2,1,1,5,3,4,1,-1,0,1,5,4,2,3,3,2,2,2,2,40,-1,-1,-1,-1
"294",310294,0.482951393312746,1,3,5,4,3,4,2,1,0,2,1,3,-1,-1,2,2,1,2,2,30,5,3.375,2.4,3
"295",310295,0.630254964972172,2,3,1,-1,4,4,1,-1,0,8,5,4,-1,-1,1,3,2,2,2,50,-1,-1,-1,-1
"296",310296,0.588138492733728,1,3,-1,3,2,2,2,3,2,8,5,5,-1,-1,1,3,1,2,2,998,4,3.25,2.8,4
"297",310297,1.37309869043978,1,4,4,4,2,1,2,1,0,8,5,3,-1,-1,2,4,2,1,1,25,1,3,3.8,3.16666666666667
"298",310298,0.378577783456521,2,4,2,2,1,4,1,2,0,2,2,3,-1,-1,1,3,2,1,2,20,1,2.25,2.2,3.16666666666667
"299",310299,1.19419130877439,2,4,-1,1,2,1,2,1,0,8,4,4,-1,-1,1,3,2,1,1,40,1,2.5,1.6,3.5
"300",310300,0.676158780589224,2,6,-1,1,1,2,2,-1,0,8,1,3,1,7,1,3,2,2,2,10,-1,1.875,2.6,3.33333333333333
"301",310301,0.855158871139819,2,2,3,5,3,4,1,8,0,8,2,1,-1,-1,1,2,2,2,1,998,2,2.75,2,3.33333333333333
"302",310302,1.16659063752885,2,4,5,1,2,1,2,1,0,2,1,4,-1,-1,2,3,2,2,1,50,2,2.875,2.4,3.5
"303",310303,1.3992730045834,2,2,5,1,1,1,2,-1,0,5,3,3,1,1,1,2,1,2,2,10,-1,2.75,2.2,3.5
"304",310304,0.707862747094171,1,3,2,4,3,4,1,3,0,8,8,2,-1,-1,1,3,2,1,1,40,2,2.625,2.4,3.16666666666667
"305",310305,0.394609436528532,1,7,3,5,2,2,2,-1,0,8,3,1,-1,-1,1,3,8,2,1,10,-1,-1,-1,-1
"306",310306,2.43995174952918,1,2,2,5,3,1,1,-1,0,7,5,3,2,1,3,2,2,2,2,1,-1,2.125,2.2,3.5
"307",310307,0.856974296530005,1,7,4,2,2,1,2,-1,0,8,2,3,1,1,1,3,2,2,1,1,-1,-1,-1,-1
"308",310308,1.17905689229344,2,7,3,5,4,3,1,1,0,8,1,3,-1,-1,8,3,2,1,1,20,2,2.5,2.2,4.5
"309",310309,0.934914161878826,1,3,-1,1,2,1,1,-1,0,1,5,2,-1,-1,1,4,1,2,2,20,-1,-1,-1,-1
"310",310310,3.06838819881499,2,2,5,1,1,4,2,1,0,1,2,2,-1,-1,3,3,2,2,1,35,2,2.625,2.8,3
"311",310311,1.54190142167649,1,4,5,1,1,1,1,1,0,2,1,2,-1,-1,2,3,2,1,1,55,3,4.25,3.8,4.33333333333333
"312",310312,0.806511985027168,1,7,2,5,4,1,2,-1,0,8,1,3,-1,-1,2,2,1,2,2,75,-1,-1,-1,-1
"313",310313,1.98435853192123,1,1,5,1,2,4,2,-1,0,2,3,1,2,3,1,3,2,2,1,3,-1,1.75,1.8,1.66666666666667
"314",310314,1.61487851859408,1,6,3,2,3,1,1,-1,1,8,2,4,2,3,1,3,1,1,1,50,-1,2.5,1.8,4
"315",310315,1.19341243052678,2,3,1,5,1,1,1,-1,0,4,6,4,1,3,1,4,2,2,8,998,-1,2.5,2.8,2.4
"316",310316,0.692208604602736,2,4,1,5,4,2,1,1,0,3,2,3,-1,-1,1,2,2,1,1,50,2,3,3,4
"317",310317,0.3750820095219,2,4,3,5,2,2,1,6,0,2,2,3,-1,-1,1,3,2,1,1,5,2,2.125,2.2,3.33333333333333
"318",310318,0.512438443148623,2,7,4,5,4,3,2,1,2,8,1,2,-1,-1,1,3,2,2,2,3,2,2.375,2.6,3.66666666666667
"319",310319,0.808678282644913,2,3,4,1,2,1,1,-1,0,8,2,3,2,3,2,3,2,2,2,60,-1,2.75,2.2,3.33333333333333
"320",310320,1.04593459706612,1,3,4,1,2,4,1,6,0,2,1,2,-1,-1,3,3,1,2,1,40,2,2.875,2,4.16666666666667
"321",310321,0.811262450111262,1,7,4,1,2,1,2,-1,2,8,1,2,1,7,2,2,2,2,2,20,-1,-1,-1,-1
"322",310322,1.05035891229204,1,4,5,8,3,1,2,-1,0,7,5,3,-1,-1,2,4,2,2,2,30,-1,-1,-1,-1
"323",310323,0.512576888417204,2,2,2,1,2,4,1,7,0,2,3,4,-1,-1,7,3,1,2,1,25,1,2.875,1.6,3.83333333333333
"324",310324,1.03108578575754,1,3,4,5,4,1,1,1,0,2,1,3,-1,-1,1,2,1,2,2,25,3,2.5,2.2,3.66666666666667
"325",310325,0.445326542950888,1,7,-1,1,2,3,2,1,0,8,6,3,-1,-1,3,4,1,2,1,4,2,2.625,2.8,3.16666666666667
"326",310326,0.626346481983557,2,5,3,5,3,4,2,2,0,4,3,4,-1,-1,3,3,2,2,1,30,2,2.625,1.8,4
"327",310327,0.52835720770141,1,6,-1,5,1,4,2,-1,0,8,2,2,2,9,8,3,8,2,2,998,-1,2.25,2.4,3.33333333333333
"328",310328,0.481926434780823,1,6,-1,1,2,2,2,3,0,8,2,1,-1,-1,1,3,2,1,1,30,1,1.75,2.2,3
"329",310329,1.45398879973968,1,4,1,4,2,1,2,-1,0,2,1,1,2,7,3,2,1,2,2,20,-1,2.5,2.8,3.16666666666667
"330",310330,0.875055186800702,1,7,-1,5,4,1,2,-1,1,8,2,4,-1,-1,2,3,2,2,1,40,-1,-1,-1,-1
"331",310331,1.84987255079839,1,5,4,1,1,1,1,1,2,8,1,1,-1,-1,2,2,2,2,1,10,3,2.875,2.8,3.33333333333333
"332",310332,2.1029035292618,2,1,2,5,1,4,2,4,0,7,6,3,-1,-1,2,2,2,1,1,30,2,3.5,2.6,3.5
"333",310333,0.438197353290071,2,4,1,1,2,2,1,3,0,3,5,5,-1,-1,3,3,1,2,2,50,2,3.75,2.8,3
"334",310334,2.26074893554959,2,1,-1,2,2,4,2,-1,0,8,8,3,2,9,2,2,1,2,1,60,-1,3.25,2.4,2.5
"335",310335,0.806518969096521,2,3,2,5,2,1,1,1,0,8,5,1,-1,-1,8,2,2,2,2,40,2,3,3,3.83333333333333
"336",310336,1.38003961925769,2,2,5,2,2,1,1,-1,0,2,8,4,2,1,2,2,2,2,1,80,-1,-1,-1,-1
"337",310337,0.461539132863867,2,7,4,1,2,3,2,2,0,8,8,4,-1,-1,1,2,2,2,1,60,2,9,9,9
"338",310338,0.472848658867697,2,7,4,2,3,3,2,-1,1,8,2,3,1,9,6,2,2,2,2,20,-1,2.375,2.2,4.16666666666667
"339",310339,0.455761607846453,2,4,3,1,1,1,1,1,1,8,8,3,-1,-1,1,3,2,1,2,10,1,1.625,2,1.5
"340",310340,0.397647753920564,2,7,2,1,8,3,2,1,0,8,1,4,-1,-1,3,2,2,2,2,80,2,2.5,3.6,3.66666666666667
"341",310341,1.00894084698885,1,6,5,1,1,1,2,1,2,8,1,1,-1,-1,3,2,1,2,1,2,4,2.625,2.8,4
"342",310342,1.02633896722293,2,4,2,5,4,1,2,-1,0,8,8,5,2,7,1,3,2,2,2,50,-1,2.875,3,3.83333333333333
"343",310343,0.63242540358679,1,7,2,5,1,2,1,8,0,5,1,1,-1,-1,2,3,1,2,2,40,2,2.625,2.4,4.16666666666667
"344",310344,1.3959751641187,2,1,3,5,2,1,1,6,1,2,4,4,-1,-1,2,2,2,2,2,40,1,2.875,3,4.5
"345",310345,0.813241043139418,1,7,2,5,4,1,2,1,1,8,1,1,-1,-1,1,3,2,1,1,40,1,3.125,2.6,4.16666666666667
"346",310346,1.06466067937196,1,7,4,3,2,1,2,-1,2,8,5,4,2,3,1,3,2,2,2,50,-1,1.75,1,3
"347",310347,0.963578389455501,2,3,3,1,1,1,2,1,0,2,3,2,-1,-1,1,3,2,2,2,30,2,2.5,2.8,2.66666666666667
"348",310348,1.09841301779266,1,3,2,4,2,1,1,1,0,2,2,3,-1,-1,2,3,2,2,1,5,2,2.625,2.2,4.16666666666667
"349",310349,2.4504819955469,1,4,2,3,1,1,1,1,0,8,2,4,-1,-1,1,3,1,2,2,20,1,2.625,2.6,3.33333333333333
"350",310350,0.48646218608677,2,7,3,5,4,3,2,-1,0,8,4,4,2,3,2,3,2,2,2,50,-1,3.75,2.4,3.83333333333333
"351",310351,0.715360052835195,1,3,5,3,1,4,2,-1,0,2,1,2,1,5,2,3,1,2,2,60,-1,4.375,3.6,2.16666666666667
"352",310352,1.0519172868465,2,6,-1,1,3,4,2,1,0,3,1,2,-1,-1,3,3,1,2,1,40,3,2.375,4,3.33333333333333
"353",310353,0.92305397599981,2,3,2,5,4,1,2,6,0,1,5,4,-1,-1,3,3,1,2,2,60,1,4.25,1.6,4.83333333333333
"354",310354,0.895025175122365,2,5,2,5,3,2,2,5,0,7,5,5,-1,-1,1,3,2,1,1,5,1,2,1,4.33333333333333
"355",310355,2.19649945308569,1,3,-1,4,1,1,1,6,0,8,8,3,-1,-1,8,4,1,2,2,998,2,2.375,1.8,3
"356",310356,0.801829691876666,1,7,5,1,2,1,2,-1,2,8,1,1,2,7,2,2,1,2,2,15,-1,2.375,3.4,4.33333333333333
"357",310357,1.17945764190125,1,4,4,3,2,1,1,-1,0,8,1,4,1,7,2,2,2,2,2,70,-1,3,3,3
"358",310358,0.769501423738713,1,7,-1,5,4,1,2,-1,1,8,2,3,-1,-1,3,2,2,2,2,20,-1,-1,-1,-1
"359",310359,0.569970270693163,2,7,3,1,3,2,2,1,1,8,4,2,-1,-1,2,3,8,2,1,10,9,2.25,2.6,3.33333333333333
"360",310360,0.346633299200377,1,7,-1,3,3,3,2,1,2,8,1,2,-1,-1,2,2,1,1,1,35,3,3.625,3.4,4
"361",310361,0.591228665295554,1,5,4,1,1,4,2,1,2,8,1,1,-1,-1,1,1,2,2,1,10,2,2.5,2,2.83333333333333
"362",310362,0.472870012814257,2,3,1,1,2,4,1,5,0,1,8,3,-1,-1,1,3,2,2,1,25,1,2.5,3.2,3.16666666666667
"363",310363,1.30410857003361,2,5,2,5,3,1,2,-1,0,8,5,5,2,7,2,2,2,1,1,70,-1,3.125,2.6,3.83333333333333
"364",310364,0.591702407698978,2,4,1,5,3,3,2,-1,2,8,4,2,2,6,8,2,1,2,2,998,-1,2.125,3.8,4.16666666666667
"365",310365,0.630446501529017,1,5,-1,5,2,2,2,-1,0,8,2,4,1,4,1,3,2,2,1,998,-1,1.625,1.8,3.16666666666667
"366",310366,0.502605800589153,1,6,5,3,4,2,2,-1,0,2,5,4,2,9,2,2,2,1,8,50,-1,3.75,2.6,3.5
"367",310367,1.2894624203481,2,4,2,1,1,1,1,1,0,3,1,2,-1,-1,7,2,2,2,1,20,2,2.75,3.6,3.66666666666667
"368",310368,0.586286540042769,1,5,1,3,3,4,2,7,0,8,2,3,-1,-1,1,3,2,1,1,30,2,2,2.4,3.5
"369",310369,0.498017854180833,2,3,1,1,3,2,2,-1,0,4,2,5,2,3,2,2,2,2,2,30,-1,2.5,2.4,3.16666666666667
"370",310370,0.411822602536623,2,4,1,1,2,2,1,1,1,8,1,3,-1,-1,8,2,2,1,1,10,2,2,2.8,3
"371",310371,0.614434193711053,2,1,1,-1,2,4,2,2,0,4,5,1,-1,-1,1,3,2,1,1,10,2,2.25,2,3.33333333333333
"372",310372,0.795574561585611,2,4,-1,3,2,1,2,-1,0,8,1,1,1,9,8,2,1,2,2,5,-1,3.125,4,3.33333333333333
"373",310373,0.901536305548447,2,3,3,1,1,1,1,1,0,1,1,2,-1,-1,2,2,2,2,2,15,1,3.5,2.4,4.66666666666667
"374",310374,1.19434211522767,1,7,1,5,4,1,2,2,1,8,1,3,-1,-1,2,3,2,8,8,33,3,3.25,2.2,5
"375",310375,0.857831421076735,2,4,-1,1,2,1,2,-1,0,8,1,3,-1,-1,2,3,8,2,2,70,-1,-1,-1,-1
"376",310376,0.405774583895128,2,7,2,5,3,3,2,1,0,1,5,2,-1,-1,1,3,2,2,2,20,2,2.375,3,3.33333333333333
"377",310377,0.464520310679648,2,4,5,5,3,2,2,1,0,8,2,4,-1,-1,2,3,1,2,1,85,3,3.375,2.4,4.5
"378",310378,0.368407062495652,2,7,5,5,4,3,2,1,0,8,1,2,-1,-1,2,3,1,2,2,998,3,2.75,3,4.66666666666667
"379",310379,1.00965977349069,1,4,4,1,2,1,1,1,0,8,5,1,-1,-1,2,3,1,2,1,8,1,4.25,2.4,4.66666666666667
"380",310380,0.942300464181293,2,3,2,4,2,1,1,-1,0,8,1,1,2,3,2,2,2,2,1,30,-1,2.625,3.2,3.66666666666667
"381",310381,0.723458359376076,2,3,5,1,1,1,2,1,0,7,4,2,-1,-1,1,2,2,2,1,20,2,2.625,4,3
"382",310382,1.67157185607782,2,6,2,2,3,1,1,1,0,1,5,4,-1,-1,2,3,1,2,2,80,2,4.75,2.6,3.66666666666667
"383",310383,0.867620305042385,1,7,1,5,3,1,2,1,4,8,2,1,-1,-1,1,2,2,1,1,3,2,1.375,2,2.5
"384",310384,1.09526326432061,2,2,1,-1,4,1,1,-1,0,8,8,5,2,1,1,2,2,8,8,55,-1,9,9,9
"385",310385,1.84881641117807,2,5,5,1,1,1,1,1,2,8,1,3,-1,-1,2,2,1,2,1,3,2,2.375,3.4,2.83333333333333
"386",310386,0.523488384273864,2,4,5,1,1,4,2,-1,2,8,6,1,1,1,1,3,2,1,1,4,-1,1.5,1.2,1.83333333333333
"387",310387,1.3046412134821,1,3,4,1,1,1,1,-1,0,8,1,3,1,1,1,3,2,2,1,20,-1,2.375,2,2.66666666666667
"388",310388,0.619264203018657,2,7,-1,4,4,2,2,-1,1,8,2,4,-1,-1,1,3,2,2,1,30,-1,-1,-1,-1
