"","Sserial","WtFactor","RSex","RAgeCat","eq_inc_quintiles","RClassGp","HEdQual3","Married","ChildHh","skipmeal","paptype","SMNews","PartyId2","Politics","SocTrust","Spend1","Dole","TaxSpend","MuchPov","Poverty1","Poverty2","NatFrEst","incdiffs","welfare2","leftrigh","libauth"
"482",310482,0.692801447020693,1,4,3,4,1,2,1,1,0,7,2,1,-1,-1,1,3,2,2,1,50,1,2.75,1.8,3.33333333333333
"483",310483,1.50120036689151,1,2,3,2,3,1,1,-1,1,6,1,5,2,7,2,2,2,2,1,20,-1,3.375,2.4,3.83333333333333
"484",310484,0.45823684237268,2,7,-1,2,4,3,2,1,0,8,1,3,-1,-1,3,2,2,1,1,5,2,3.125,3.8,3.16666666666667
"485",310485,0.881033550166443,2,7,-1,1,1,1,2,1,2,8,1,4,-1,-1,2,3,2,2,2,30,3,2.625,3.4,3.33333333333333
"486",310486,0.825567060263654,2,4,5,1,1,1,1,1,0,8,1,3,-1,-1,2,3,1,2,1,20,3,3.5,3.2,3.5
"487",310487,1.79122243777748,1,7,5,1,2,1,1,1,1,8,1,3,-1,-1,2,3,1,1,2,50,3,2.875,3.4,4
"488",310488,0.448771914154916,2,7,-1,1,1,4,2,1,0,8,3,3,-1,-1,2,3,1,2,2,5,1,3.375,2.6,3.83333333333333
"489",310489,1.17293612808002,1,4,4,5,2,1,2,-1,0,8,4,4,-1,-1,2,2,2,1,1,78,-1,-1,-1,-1
"490",310490,2.51259101526907,1,1,-1,5,3,4,2,-1,0,2,1,3,2,7,2,1,2,2,1,56,-1,3.25,2,4.66666666666667
"491",310491,0.56524366269553,2,7,3,5,4,3,2,1,0,8,1,3,-1,-1,2,3,2,2,2,50,3,3,2.6,3.66666666666667
"492",310492,0.992028892148805,2,7,3,5,2,1,2,9,0,8,6,4,-1,-1,2,3,1,2,2,68,1,2.625,2.2,2.5
"493",310493,0.847729984556079,2,7,-1,4,4,1,2,-1,1,8,1,4,-1,-1,3,3,2,1,2,50,-1,-1,-1,-1
"494",310494,0.482508801094752,2,7,2,5,4,3,2,1,0,8,5,5,-1,-1,2,1,1,1,1,3,1,2.625,2,3.33333333333333
"495",310495,0.704709656102249,2,7,2,5,4,3,2,1,0,8,4,5,-1,-1,2,3,2,2,2,50,2,3.125,2.4,3.66666666666667
"496",310496,1.03564279830116,1,3,-1,3,3,2,2,-1,0,3,2,3,2,3,3,3,1,2,2,10,-1,2.75,2.4,3.33333333333333
"497",310497,1.18825818734463,1,3,-1,3,1,1,1,-1,0,6,3,3,1,1,3,2,2,2,2,15,-1,2.125,2.8,3.5
"498",310498,0.680892372656209,2,7,3,2,4,3,2,1,0,8,2,1,-1,-1,5,3,2,2,2,60,2,2.875,2,3.66666666666667
"499",310499,0.49889129549136,2,7,-1,5,4,3,2,-1,0,5,2,3,2,3,2,3,2,2,2,20,-1,-1,-1,-1
"500",310500,0.606524518848613,1,5,1,5,2,2,2,-1,0,8,6,5,2,3,1,3,2,2,2,50,-1,1.5,2.2,3.83333333333333
"501",310501,0.382998112200381,2,4,3,2,2,2,2,6,0,8,3,1,-1,-1,1,3,2,1,1,70,1,1.75,2.8,4.16666666666667
"502",310502,0.509517217078612,2,7,-1,1,4,2,2,1,1,8,1,2,-1,-1,2,3,2,1,1,80,2,2.75,1.6,3.5
"503",310503,0.447269504864161,2,3,3,5,3,2,1,1,1,2,1,2,-1,-1,3,3,2,2,1,25,3,2.5,2.8,4.16666666666667
"504",310504,0.815955621104296,2,7,-1,1,3,1,2,-1,0,2,1,3,2,7,3,3,2,2,1,40,-1,2.375,2.6,3.5
"505",310505,0.915399126959851,1,4,2,1,2,1,2,-1,0,2,1,1,2,9,2,2,1,2,2,2,-1,3.125,4.2,3.83333333333333
"506",310506,1.07579019562367,2,3,-1,-1,4,1,1,-1,0,8,2,5,1,1,3,2,1,2,2,30,-1,3,2,3.5
"507",310507,1.49756098689369,1,6,4,2,3,1,1,1,0,8,1,2,-1,-1,7,2,1,1,1,5,2,2.125,3.2,3.16666666666667
"508",310508,0.410250939708617,1,7,5,1,1,4,2,1,0,8,4,2,-1,-1,2,3,2,2,2,1,2,2.75,3,3.33333333333333
"509",310509,1.50972723570575,1,1,4,1,2,4,2,-1,1,1,2,1,-1,-1,2,3,2,1,1,30,-1,-1,-1,-1
"510",310510,1.89357354149692,1,1,-1,-1,3,4,2,1,0,5,2,4,-1,-1,3,2,1,2,2,20,3,3.25,3.8,2.5
"511",310511,0.769108523483192,2,3,1,3,1,1,2,1,0,8,3,3,-1,-1,3,3,2,2,2,5,8,2.5,3.6,2.16666666666667
"512",310512,0.73939878690504,2,1,2,5,2,4,1,6,0,3,2,3,-1,-1,2,3,2,2,2,30,1,2.375,1,3.66666666666667
"513",310513,0.902711050735907,2,3,-1,1,1,1,2,1,0,8,1,5,-1,-1,2,1,2,1,1,90,2,2.875,3,4
"514",310514,2.49772619622632,2,1,-1,5,2,4,1,-1,0,5,1,2,-1,-1,2,2,2,2,1,10,-1,-1,-1,-1
"515",310515,0.991117872836806,2,5,-1,3,3,1,1,-1,0,8,1,1,1,4,1,3,2,2,2,20,-1,1.625,1.4,3.33333333333333
"516",310516,0.576087079327484,2,7,1,5,4,2,2,-1,0,8,2,4,-1,-1,2,8,1,8,2,30,-1,-1,-1,-1
"517",310517,0.952741091609971,1,5,1,3,2,3,1,-1,2,4,2,3,-1,-1,1,3,2,1,1,50,-1,-1,-1,-1
"518",310518,0.950271141490201,2,3,3,5,3,4,1,1,0,4,2,1,-1,-1,1,4,2,2,2,10,1,2.875,1.8,3.33333333333333
"519",310519,1.01430288168571,2,4,1,5,3,1,2,1,0,2,5,3,-1,-1,3,3,1,2,2,50,1,2.875,3.4,3.66666666666667
"520",310520,0.475235881758898,1,7,1,4,4,3,2,-1,1,8,4,4,2,9,2,3,1,2,2,30,-1,2.875,1.6,4.83333333333333
"521",310521,1.41234050737155,1,6,4,1,1,1,2,-1,2,8,3,1,1,1,1,3,2,1,1,1,-1,1.75,2.6,2.33333333333333
"522",310522,1.9106117040327,2,1,-1,5,2,4,2,-1,0,2,8,4,2,3,2,2,2,2,1,60,-1,3.125,3.2,4
"523",310523,1.18178339880155,2,2,4,2,3,1,2,-1,0,1,2,4,2,6,2,2,2,1,1,50,-1,-1,-1,-1
"524",310524,1.06204394018394,1,3,5,1,2,1,2,-1,0,8,1,2,2,3,2,3,2,2,1,25,-1,4,3.8,4.83333333333333
"525",310525,1.22456570625358,2,3,2,2,2,1,1,-1,0,8,5,5,2,3,2,2,2,8,2,70,-1,3.875,1.6,5
"526",310526,0.452574276372927,2,4,-1,5,3,2,2,-1,0,4,5,4,2,1,1,2,2,1,1,70,-1,3.25,2,3.66666666666667
"527",310527,0.971285649918565,2,7,-1,2,4,1,2,1,0,8,1,2,-1,-1,3,3,2,2,1,60,2,3,2.75,4.83333333333333
"528",310528,0.667250074779759,2,3,-1,1,1,2,2,1,0,8,1,4,-1,-1,3,2,2,2,2,45,2,3,3,3.66666666666667
"529",310529,0.828418291125332,2,2,2,5,3,2,1,-1,0,8,8,4,2,1,1,3,2,1,1,998,-1,3,9,9
"530",310530,1.0168468753018,2,3,1,4,2,1,1,1,0,2,2,2,-1,-1,2,3,2,2,2,50,2,3.5,3.2,3
"531",310531,1.101259675016,2,5,-1,1,1,1,2,-1,0,8,8,3,1,7,2,2,8,2,2,2,-1,2.75,3.8,3
"532",310532,0.750033855768966,1,7,-1,5,4,1,2,-1,0,2,4,1,1,3,2,3,2,2,2,70,-1,3.375,2,4.66666666666667
"533",310533,0.548524789560418,2,7,4,1,1,2,2,1,0,7,3,2,-1,-1,1,3,2,8,8,10,1,2,2.4,2.66666666666667
"534",310534,2.9915424219235,1,2,1,5,2,4,2,1,0,2,5,3,-1,-1,1,3,2,1,1,25,3,2,1,3.33333333333333
"535",310535,1.76847414958384,2,2,2,2,2,1,1,1,0,1,2,4,-1,-1,3,2,1,2,2,40,2,3.375,2,4
"536",310536,1.47293169722506,2,7,-1,1,2,1,2,1,0,8,8,3,-1,-1,1,3,1,2,2,20,2,2.5,2.6,3.33333333333333
"537",310537,0.429211142852571,2,3,1,5,2,4,1,8,0,8,1,2,-1,-1,2,2,1,2,2,25,8,9,9,9
"538",310538,1.38922138363706,1,4,-1,1,1,1,2,1,2,2,6,2,-1,-1,1,3,2,1,1,1,1,1,1.2,1.66666666666667
"539",310539,0.966096424583734,2,2,3,1,2,1,1,1,0,5,8,5,-1,-1,2,3,2,2,1,65,1,3.625,1.8,4
"540",310540,1.24785899908041,1,4,2,3,1,1,1,1,0,3,6,2,-1,-1,1,3,2,2,1,30,1,2.25,1.4,2
"541",310541,0.611420475076563,1,5,-1,5,4,4,2,4,0,6,2,2,-1,-1,3,3,2,2,2,50,1,2.75,3,3
"542",310542,0.639256812308312,1,2,5,1,1,4,2,1,0,1,2,3,-1,-1,3,1,1,2,2,20,2,2.375,2.4,3.5
"543",310543,0.562363815691284,2,4,2,1,3,4,2,1,0,8,2,4,-1,-1,1,3,2,2,1,10,1,1.625,1.8,2.5
"544",310544,1.01741023629426,1,6,1,4,3,1,2,-1,0,1,2,3,2,4,1,2,2,2,2,35,-1,1.625,1.8,3.66666666666667
"545",310545,1.19905506411621,1,4,5,3,2,1,2,-1,0,8,1,2,2,7,2,3,2,1,2,75,-1,2.875,2.6,4.83333333333333
"546",310546,0.563412291377088,2,5,3,2,1,4,2,-1,0,2,2,2,1,3,1,3,2,1,1,5,-1,2,2,2.33333333333333
"547",310547,1.526131022243,2,4,1,5,1,1,1,1,0,8,1,2,-1,-1,2,3,2,2,1,2,1,2.375,2.2,3
"548",310548,1.59920058082211,2,4,3,1,1,1,1,1,0,5,1,3,-1,-1,3,3,1,2,1,50,3,3.625,3,4
"549",310549,0.482623296567987,1,3,2,3,2,4,2,-1,0,2,5,2,2,3,2,4,2,2,1,50,-1,-1,-1,-1
"550",310550,0.788377199991202,1,7,-1,5,2,1,2,1,1,8,1,3,-1,-1,3,3,8,2,1,30,1,2.125,2,4.16666666666667
"551",310551,0.512088219883261,1,3,5,4,3,2,1,-1,0,8,8,4,2,1,3,4,2,2,1,998,-1,3.125,2.6,3.83333333333333
"552",310552,0.40299399720398,1,6,5,5,3,2,2,-1,0,8,4,2,2,3,1,3,2,2,1,40,-1,1.875,1.4,4.66666666666667
"553",310553,2.60239254983907,2,1,2,5,2,1,2,-1,0,1,5,5,1,4,3,2,1,2,2,30,-1,2.75,2.6,2.66666666666667
"554",310554,0.522886827220697,2,6,4,1,4,2,2,3,0,8,5,3,-1,-1,2,3,2,2,2,90,1,3.5,3,4
"555",310555,0.406308370753206,1,6,-1,4,4,3,2,-1,0,8,5,4,2,98,3,2,1,2,1,100,-1,-1,-1,-1
"556",310556,0.413220158078205,2,4,3,2,3,2,1,1,0,4,2,5,-1,-1,2,2,2,2,2,50,2,3.375,2.2,3.66666666666667
"557",310557,1.58821976962227,2,2,-1,2,2,1,1,-1,0,8,5,5,1,3,3,4,2,1,1,0,-1,-1,-1,-1
"558",310558,0.576533132677192,2,7,4,1,4,3,2,6,0,8,5,4,-1,-1,2,3,2,1,2,99,2,3.5,1.6,4.33333333333333
"559",310559,0.866596675337818,2,7,2,2,2,1,2,1,1,8,2,1,-1,-1,3,3,2,2,2,998,2,2.625,2.8,3
"560",310560,0.829160209430707,1,7,4,1,2,1,2,1,0,8,1,1,-1,-1,1,3,1,2,1,10,1,2.25,2.2,4.16666666666667
"561",310561,0.871184467231329,2,3,-1,3,2,1,2,2,0,4,8,4,-1,-1,2,2,2,1,1,50,3,3.25,2.4,4.66666666666667
"562",310562,1.80044116209909,2,3,5,1,1,1,1,1,1,7,1,3,-1,-1,1,2,1,2,1,25,3,2.875,4.2,2.66666666666667
"563",310563,0.98047779769308,2,6,-1,-1,3,1,2,1,0,2,1,3,-1,-1,2,3,1,2,2,80,1,2.875,3.6,3.83333333333333
"564",310564,0.994639883385942,2,2,3,5,2,1,2,-1,0,7,8,5,2,3,1,3,2,2,2,5,-1,2.875,3.2,3
"565",310565,1.76493477157021,1,2,3,8,8,4,2,4,0,2,8,3,-1,-1,3,3,1,2,2,75,2,3.125,2.4,3.16666666666667
"566",310566,1.76680427714343,1,2,3,5,2,1,1,1,0,8,2,1,-1,-1,7,2,2,2,1,5,2,2.375,4,2.83333333333333
"567",310567,0.740222412641248,2,2,1,-1,4,4,2,6,0,5,8,5,-1,-1,1,2,8,8,1,30,8,2.5,2.2,3.66666666666667
"568",310568,0.579723739864663,2,7,3,5,4,3,2,-1,1,2,1,2,1,7,3,4,2,1,1,40,-1,2.5,3.2,3.66666666666667
"569",310569,0.492108589837535,1,4,1,4,4,2,2,1,0,8,5,5,-1,-1,1,3,2,2,2,90,3,3.625,3.2,4.5
"570",310570,0.521126161878708,2,2,3,1,1,4,2,-1,0,2,3,3,2,3,1,2,2,2,1,5,-1,-1,-1,-1
"571",310571,0.795008233908823,2,4,-1,5,3,1,2,-1,0,1,2,3,-1,-1,2,3,2,2,1,25,-1,-1,-1,-1
"572",310572,0.851570233805179,2,3,-1,2,3,1,1,-1,0,1,2,4,2,1,9,2,2,2,1,998,-1,3.25,2.4,3.83333333333333
"573",310573,1.1861398511235,2,7,-1,1,4,1,2,-1,1,8,1,4,-1,-1,2,4,1,2,2,80,-1,-1,-1,-1
"574",310574,0.877990720941997,2,3,1,-1,3,1,1,-1,0,1,2,2,-1,-1,2,3,8,1,1,60,-1,-1,-1,-1
"575",310575,1.5674324597686,2,3,-1,1,1,1,1,-1,2,4,3,1,-1,-1,3,3,2,1,1,998,-1,-1,-1,-1
"576",310576,1.47218347471549,1,2,-1,1,3,1,1,1,0,7,1,3,-1,-1,2,3,2,2,2,10,2,2.875,2.8,3.33333333333333
"577",310577,0.752076170704223,2,3,-1,1,1,1,1,-1,0,4,6,2,-1,-1,1,3,2,8,1,10,-1,-1,-1,-1
"578",310578,1.45317221987875,1,5,-1,1,2,1,2,1,0,5,1,2,-1,-1,3,3,2,2,2,20,3,2.75,3,4.16666666666667
"579",310579,0.995614933634659,1,7,4,5,2,1,2,-1,0,8,1,1,1,2,3,3,8,2,1,10,-1,3.125,2.8,4.66666666666667
"580",310580,0.617962384852536,1,7,-1,1,1,1,2,1,1,8,1,1,-1,-1,2,3,1,2,1,5,1,3.25,2,3.83333333333333
"581",310581,0.657342956082504,1,4,5,1,1,4,2,1,2,7,5,3,-1,-1,1,2,8,2,1,998,2,2.5,2.8,3.16666666666667
"582",310582,1.83276875037188,1,5,5,1,3,1,2,-1,0,1,2,2,1,3,1,3,2,2,1,35,-1,2.375,3.2,3.5
"583",310583,0.898525800821978,1,3,4,4,2,1,1,1,0,2,2,1,-1,-1,1,3,2,1,1,1,1,1.625,1.6,1.83333333333333
"584",310584,1.04848569836341,2,3,-1,3,1,1,1,1,2,2,2,1,-1,-1,1,3,2,2,1,1,1,1.25,3,3
"585",310585,1.09307162627424,2,7,3,2,2,1,2,9,2,8,1,4,-1,-1,3,3,1,2,1,10,9,2.75,2.4,3.16666666666667
"586",310586,0.487581491360875,1,4,3,5,2,3,2,-1,0,8,3,4,1,3,3,3,2,2,2,70,-1,2.375,2.6,3.33333333333333
"587",310587,0.930264996703305,1,5,-1,5,2,1,2,-1,0,8,1,3,1,6,2,2,8,2,2,75,-1,3.625,3.4,3.66666666666667
"588",310588,0.476870432114039,2,3,-1,5,2,2,1,1,0,2,4,3,-1,-1,1,2,2,2,1,4,2,2.875,3.4,3.66666666666667
"589",310589,0.853288562089588,1,7,4,2,1,1,2,-1,2,8,3,1,1,11,1,2,9,2,2,2,-1,2.5,2.6,3.66666666666667
"590",310590,0.971469398929052,2,5,-1,5,3,1,2,1,1,8,1,3,-1,-1,3,3,2,2,1,50,1,3,1.4,4.66666666666667
"591",310591,0.764712948011683,2,7,3,1,4,2,2,-1,0,8,1,3,1,3,8,3,2,2,2,30,-1,3,2.6,3.6
"592",310592,0.361458006198798,2,7,1,1,2,3,2,1,0,8,2,2,-1,-1,1,3,2,2,2,50,1,2.75,2.6,3.83333333333333
"593",310593,0.510653055437245,2,4,3,1,3,2,1,-1,0,8,5,5,2,3,3,2,1,2,2,80,-1,2.625,3.4,2.33333333333333
"594",310594,0.92514777526932,1,7,5,1,1,1,2,-1,2,8,3,1,1,8,1,3,2,2,2,999,-1,-1,-1,-1
"595",310595,0.754666704180689,1,7,-1,4,2,1,2,-1,1,8,8,3,-1,-1,3,2,8,2,1,40,-1,-1,-1,-1
"596",310596,0.54279507142481,2,3,-1,4,2,2,1,1,0,8,6,3,-1,-1,8,2,2,2,2,998,2,2.125,2,4.5
"597",310597,0.578123893535552,1,3,2,5,1,4,2,-1,0,8,5,5,2,8,1,1,2,2,1,20,-1,1.75,1,3
"598",310598,1.63219987587121,1,3,4,3,4,1,1,5,0,7,5,5,-1,-1,2,2,2,2,2,80,2,3.5,3.8,4.16666666666667
"599",310599,1.77245024825273,2,2,-1,1,2,1,1,1,0,5,4,2,-1,-1,1,4,8,1,1,998,1,1.875,2.2,2.66666666666667
"600",310600,1.04666353612756,2,6,2,5,3,1,2,-1,0,8,1,3,2,1,7,3,2,2,2,50,-1,2.5,2.8,3.83333333333333
"601",310601,0.821786206507012,1,6,2,1,2,1,2,-1,0,8,1,2,-1,-1,3,3,2,1,1,75,-1,-1,-1,-1
"602",310602,0.605303171994854,2,7,2,1,4,3,2,1,0,8,2,2,-1,-1,1,3,2,1,2,50,2,9,9,9
"603",310603,0.862483058489194,2,3,2,3,2,1,1,-1,0,4,5,5,2,3,2,3,2,1,2,90,-1,3.375,2,5
"604",310604,0.586043333733901,2,6,1,5,3,2,2,4,0,1,5,5,-1,-1,3,3,1,2,2,25,1,3,3,4.5
"605",310605,3.01859759408847,1,2,5,3,2,1,2,-1,2,2,5,3,2,1,2,3,1,2,1,90,-1,4.25,2,4.66666666666667
"606",310606,0.419836822118618,2,3,-1,3,4,4,1,-1,0,1,5,4,-1,-1,3,3,1,2,2,50,-1,-1,-1,-1
"607",310607,0.765609442931666,1,2,-1,5,4,4,2,-1,0,1,4,5,2,8,1,3,2,2,2,80,-1,-1,-1,-1
"608",310608,1.24023153006455,2,7,1,5,3,3,1,7,0,8,8,5,-1,-1,2,3,2,1,1,99,1,3.625,2.6,5
"609",310609,0.409123105217073,1,7,-1,1,3,2,2,-1,2,8,1,1,-1,-1,2,3,1,1,1,998,-1,-1,-1,-1
"610",310610,1.80223563528122,1,2,3,1,1,1,2,-1,0,5,8,3,8,3,1,4,2,1,1,998,-1,-1,-1,-1
"611",310611,1.2146453610887,2,2,2,5,4,1,1,-1,0,1,5,4,-1,-1,2,3,2,2,2,90,-1,-1,-1,-1
"612",310612,0.993567179778136,1,5,5,5,4,1,2,-1,0,8,4,3,2,6,2,3,1,2,2,50,-1,3.375,3.2,3.83333333333333
"613",310613,0.548602726829918,2,7,5,3,1,2,2,-1,2,2,3,3,-1,-1,3,2,1,2,2,15,-1,-1,-1,-1
"614",310614,1.18940060803412,2,6,3,1,3,1,2,1,0,1,1,3,-1,-1,2,3,2,2,2,98,1,3.875,2.6,4.66666666666667
"615",310615,0.481647350133379,2,7,1,5,3,3,2,-1,0,8,1,3,-1,-1,1,3,2,2,1,50,-1,-1,-1,-1
"616",310616,0.751451189206059,2,4,5,1,3,1,2,1,0,3,1,2,-1,-1,3,3,2,2,1,35,2,2.375,2,2.16666666666667
"617",310617,1.22759506178671,1,3,3,4,2,1,1,1,0,8,4,3,-1,-1,2,2,1,2,2,50,4,3.75,3.6,4.16666666666667
"618",310618,0.44663763200553,2,7,1,4,4,2,2,1,0,8,2,5,-1,-1,3,3,2,2,2,99,1,2.625,2,5
"619",310619,0.594528298132032,2,7,3,1,4,3,2,1,0,8,1,1,-1,-1,2,4,1,2,2,50,4,3.375,3.6,3
"620",310620,0.56524366269553,2,7,-1,1,1,4,2,-1,0,2,3,1,1,8,1,3,2,1,1,998,-1,1.125,1.4,1.66666666666667
"621",310621,0.693488728889718,1,3,1,5,2,4,2,-1,0,5,5,5,-1,-1,1,3,2,2,1,25,-1,-1,-1,-1
"622",310622,0.602554971607607,2,6,5,1,3,2,2,-1,0,8,3,3,2,1,1,3,2,2,1,20,-1,2.125,3.2,3.33333333333333
"623",310623,1.92308092548162,2,6,-1,1,2,1,1,-1,0,8,3,3,1,3,1,3,1,2,1,20,-1,1.25,1.6,3
"624",310624,1.29081930759204,2,2,4,2,1,1,2,2,0,2,2,1,-1,-1,1,3,2,2,2,40,1,2.625,1.8,2.16666666666667
"625",310625,1.16636788898065,1,7,-1,1,1,1,2,1,1,8,3,3,-1,-1,3,2,1,2,2,40,2,3,2.6,4
"626",310626,1.33121714251645,1,3,4,1,1,1,1,1,0,2,1,2,-1,-1,2,2,1,2,1,20,2,4.25,3,3.83333333333333
"627",310627,0.924402890279618,2,5,5,1,1,1,2,1,0,7,1,2,-1,-1,2,3,2,2,2,25,2,3.25,2.4,3.33333333333333
"628",310628,0.567974310200511,2,3,-1,1,1,4,2,1,0,8,3,1,-1,-1,1,3,2,1,1,1,2,1.75,2.4,2.5
"629",310629,0.373194642036791,1,7,-1,4,4,4,2,1,0,8,1,2,-1,-1,2,3,2,2,2,25,2,3,9,9
"630",310630,0.599250085267634,1,7,1,1,3,2,2,-1,1,8,2,4,2,1,2,3,1,2,2,60,-1,3,1.6,4.5
"631",310631,2.25258363138767,1,5,2,4,2,1,1,-1,0,8,2,3,1,1,1,2,2,2,1,998,-1,-1,-1,-1
"632",310632,1.09906024942327,2,4,-1,2,3,1,2,1,0,2,3,3,-1,-1,1,3,2,1,1,40,2,2.75,2.6,3.83333333333333
"633",310633,0.747322924353573,1,2,2,5,3,4,2,7,0,6,2,2,-1,-1,1,3,1,2,2,10,1,2.375,2.8,2.83333333333333
"634",310634,1.03241825966171,2,3,-1,2,1,1,1,1,0,4,4,2,-1,-1,1,2,2,1,1,10,2,2.25,2.6,3
"635",310635,0.864781126335785,2,3,1,5,4,1,1,1,0,2,8,4,-1,-1,2,1,8,2,2,90,3,2.875,2.6,4
"636",310636,0.72254542408045,2,3,4,1,4,4,1,-1,0,4,8,5,-1,-1,8,2,2,1,2,99,-1,-1,-1,-1
"637",310637,0.551004195986479,2,6,4,5,3,2,2,6,0,4,8,3,-1,-1,2,3,2,2,1,50,1,2.875,2,3
"638",310638,1.2381829109251,1,3,1,5,3,1,2,-1,0,1,2,2,-1,-1,1,1,1,2,2,40,-1,-1,-1,-1
"639",310639,0.405405169890527,2,3,2,1,1,4,1,-1,0,2,4,3,2,2,1,3,2,2,1,40,-1,2.5,2.8,3.5
"640",310640,1.91889987837049,1,2,2,5,4,1,1,-1,0,8,2,1,-1,-1,2,2,1,2,2,75,-1,-1,-1,-1
"641",310641,1.5958971778243,1,5,4,3,3,1,2,-1,0,8,1,4,2,7,3,2,2,2,1,30,-1,3.125,2.6,3.16666666666667
"642",310642,1.12143893819454,2,4,4,3,3,2,1,-1,0,2,1,3,2,1,1,2,2,8,1,30,-1,3,3,3
"643",310643,0.588084845192153,1,3,1,5,2,2,2,1,0,8,2,4,-1,-1,2,2,2,1,1,50,1,2.5,1.8,3.5
"644",310644,0.880559560539325,2,6,2,5,4,1,2,-1,0,8,4,3,1,4,2,3,1,2,2,20,-1,3.125,3.8,3.33333333333333
"645",310645,0.514206834231046,2,7,-1,-1,4,3,2,-1,0,8,8,2,1,7,2,1,1,2,2,80,-1,-1,-1,-1
"646",310646,0.658138460123531,1,1,2,-1,4,4,2,4,0,3,5,5,-1,-1,1,3,2,1,1,5,1,1.375,1.4,3
"647",310647,0.892200273584087,2,3,5,1,1,1,1,-1,0,8,8,2,1,3,3,3,2,2,2,20,-1,2.375,2.6,3.33333333333333
"648",310648,1.54978019357719,2,5,2,5,2,3,1,9,0,8,4,4,-1,-1,1,3,2,2,2,30,2,2.5,2.6,3
"649",310649,0.867706895141171,1,7,3,5,4,1,2,-1,0,8,5,5,1,5,2,3,1,2,2,60,-1,3.625,3,4.33333333333333
"650",310650,0.575142313981269,2,4,1,2,3,4,1,-1,0,2,1,2,1,3,3,3,1,2,2,60,-1,2.5,2.8,3.83333333333333
"651",310651,0.706631882128197,1,2,5,5,4,4,2,-1,0,2,8,5,2,4,3,4,2,2,2,998,-1,2.25,1,3.5
"652",310652,1.82220760139243,1,4,-1,1,3,1,1,-1,0,8,8,3,-1,-1,2,3,1,2,1,33,-1,-1,-1,-1
"653",310653,1.13459469984141,1,7,3,3,2,1,2,1,1,6,1,3,-1,-1,1,3,2,2,2,25,2,3.25,3.2,2.83333333333333
"654",310654,1.79866621958878,2,1,1,-1,2,1,1,-1,0,8,1,5,2,4,8,8,1,2,8,998,-1,-1,-1,-1
"655",310655,0.884289857050566,1,7,5,1,1,1,2,1,0,8,5,2,-1,-1,3,3,2,1,1,15,1,2.625,2.6,3.66666666666667
"656",310656,1.32554150456389,2,2,2,4,4,1,1,5,0,6,2,3,-1,-1,2,1,2,2,1,50,3,3,3,3
"657",310657,2.22598162025361,1,5,2,5,4,1,1,-1,0,2,2,3,1,3,1,1,1,1,1,20,-1,3.125,1.6,4.16666666666667
"658",310658,1.75577797678392,2,1,-1,5,1,4,2,1,0,1,6,3,-1,-1,3,2,2,2,2,10,3,2.75,3.4,2
"659",310659,1.48619116921152,1,4,3,3,3,1,2,-1,0,8,5,3,2,3,3,2,2,2,1,50,-1,2.875,1.8,4.33333333333333
"660",310660,1.69406488580752,2,2,-1,2,2,4,2,-1,0,8,4,1,2,9,1,3,2,1,1,50,-1,-1,-1,-1
"661",310661,1.0469798588439,1,5,5,1,3,1,2,-1,0,8,1,4,-1,-1,7,4,1,2,2,50,-1,-1,-1,-1
"662",310662,1.30786599934525,1,5,-1,1,2,1,2,1,0,8,1,2,-1,-1,1,2,1,2,1,2,2,2.875,3.2,3
"663",310663,1.38573540594131,2,4,2,5,2,2,1,2,0,2,1,3,-1,-1,1,2,2,2,2,13,2,2.625,3.4,3.33333333333333
"664",310664,0.601847170171989,1,2,1,1,2,2,2,-1,0,4,5,3,2,3,1,1,1,2,2,50,-1,3.125,3,3.66666666666667
"665",310665,0.993803340211728,2,7,-1,2,3,1,2,-1,1,8,1,2,2,4,1,3,1,2,1,10,-1,2.5,3.4,4
"666",310666,0.470149686898496,2,3,3,-1,3,4,2,4,0,6,2,3,-1,-1,1,2,2,1,2,50,8,2.625,2.8,3.83333333333333
"667",310667,0.808078147127986,1,7,5,1,3,1,2,1,1,8,8,2,-1,-1,7,3,1,2,2,20,2,3.25,3.6,3.5
"668",310668,0.964609435870886,2,4,2,5,2,4,1,-1,0,8,5,3,1,7,7,2,1,2,2,50,-1,2.875,2.8,3.83333333333333
"669",310669,1.48251050285683,1,1,4,4,3,1,2,1,0,4,5,5,-1,-1,2,3,2,2,1,20,3,3.125,3.4,4.2
"670",310670,0.801488461373169,1,7,-1,1,2,1,2,-1,0,8,1,3,-1,-1,2,8,1,2,2,60,-1,-1,-1,-1
"671",310671,0.648509653499677,1,3,5,1,1,4,2,-1,0,4,8,4,-1,-1,3,2,2,2,1,20,-1,-1,-1,-1
"672",310672,0.461598837385943,2,7,3,5,4,2,2,1,0,8,2,5,-1,-1,1,3,1,2,1,70,2,2.75,2.2,4
"673",310673,0.603032731396057,1,7,-1,3,2,3,2,1,0,8,5,3,-1,-1,2,3,2,2,2,40,1,3,2,3.16666666666667
"674",310674,0.411087050241366,1,7,4,4,4,3,2,1,1,8,1,4,-1,-1,2,2,2,1,1,30,9,9,9,4
"675",310675,0.899120682835411,1,5,3,4,2,1,2,-1,0,8,2,3,1,3,1,3,2,2,1,50,-1,2.625,3.2,3.83333333333333
"676",310676,0.51659838353689,1,7,2,1,4,3,2,1,1,8,4,3,-1,-1,2,2,1,2,2,40,1,3.2,1.8,4.66666666666667
